address,true_label,pred_label,confidence,source,lifetime_seconds_log,activity_rate_log,in_out_balance_log,total_txs_log,send_receive_ratio_log,fee_per_tx_log,blocks_btwn_txs_mean_log,fee_share_mean_log,avg_tx_size_log,tx_size_range_log,max_sent_log,max_received_log,graph_num_nodes,graph_num_edges,graph_edge_density,graph_avg_edge_weight
unknown_35,0,1,0.9902997016906738,unknown,17.879207611083984,0.1664864420890808,1.2486729621887207,4.8121843338012695,0.6931464672088623,2.6196947146672755e-05,6.687734127044678,0.00010144212865270674,0.22971035540103912,0.7166659235954285,0.7177387475967407,0.7177387475967407,123,123,0.00819672131147541,14.528474807739258
unknown_48,0,1,0.9127901196479797,unknown,17.918777465820312,0.43791663646698,0.7383075952529907,5.955837249755859,0.6931471824645996,7.885721970524173e-06,5.575003623962402,0.00028054462745785713,0.027717093005776405,0.39266982674598694,0.39272385835647583,0.39272385835647583,16,51,0.2125,16.90397071838379
unknown_87,0,1,0.6521333456039429,unknown,14.583085060119629,0.14876993000507355,4.6151204109191895,1.6094379425048828,0.0,0.0,7.088377475738525,0.0,0.06284589320421219,0.0,0.0,0.1338188350200653,12,45,0.3409090909090909,13.72242546081543
unknown_98,0,1,0.5202443599700928,unknown,16.28017807006836,0.028965232893824577,0.6931471824645996,1.6094379425048828,0.6931471824645996,6.227752601262182e-05,8.7847900390625,0.004048261791467667,0.015236463397741318,0.010998692363500595,0.020667772740125656,0.020667772740125656,10,10,0.1111111111111111,14.911486625671387
unknown_112,0,1,0.6712363362312317,unknown,17.079635620117188,0.21335457265377045,0.7801585793495178,4.290459632873535,0.6473589539527893,2.9607319902424933e-06,6.4216532707214355,0.002710623200982809,0.0010901973582804203,0.002246853895485401,0.0024600515607744455,0.0024600515607744455,18,54,0.17647058823529413,14.829031944274902
unknown_132,0,1,0.9687609076499939,unknown,16.934659957885742,0.015158241614699364,0.6931471824645996,1.6094379425048828,0.6931471824645996,7.047475264698733e-06,9.439197540283203,0.0030044822487980127,0.002339401515200734,0.0017372301081195474,0.0032063641119748354,0.0032063641119748354,5,4,0.2,12.286845207214355
unknown_136,0,1,0.9849687814712524,unknown,13.206318855285645,0.2759411633014679,0.6931471824645996,1.0986123085021973,0.6931471824645996,4.147748313698685e-06,6.810489654541016,0.001476031611673534,0.002804064890369773,0.0,0.002804064890369773,0.002804064890369773,3,2,0.3333333333333333,15.556180953979492
unknown_164,0,1,0.6368814706802368,unknown,17.30827522277832,0.1327039897441864,0.6931471824645996,4.007333278656006,0.6931471824645996,3.759517858270556e-05,6.942020893096924,0.0018608220852911472,0.01998410001397133,0.1762140542268753,0.18067044019699097,0.18067044019699097,11,69,0.6272727272727273,15.553305625915527
unknown_173,0,1,0.9402758479118347,unknown,12.923648834228516,0.3517657518386841,0.6931471824645996,1.0986123085021973,0.6931471228599548,2.0799783669644967e-05,6.52817964553833,0.012962833046913147,0.0015929406508803368,0.0,0.0015929406508803368,0.0015929406508803368,3,2,0.3333333333333333,15.362831115722656
unknown_179,0,1,0.8875357508659363,unknown,17.79291343688965,0.40449172258377075,0.6964312791824341,5.733341217041016,0.6887296438217163,2.0152650904492475e-05,5.672580242156982,1.0021121852332726e-05,1.1022814512252808,4.842439651489258,4.842444896697998,4.842444896697998,126,135,0.008571428571428572,16.568313598632812
unknown_182,0,1,0.6790828704833984,unknown,11.005792617797852,1.3531074523925781,0.6931471824645996,1.0986123085021973,0.6931471824645996,2.7949961349804653e-06,4.618760585784912,0.00042239256436005235,0.006593882571905851,0.0,0.006593882571905851,0.006593882571905851,5,4,0.2,13.050370216369629
unknown_204,0,1,0.9782137274742126,unknown,16.903011322021484,0.3490837812423706,0.9949338436126709,4.672828674316406,0.6931471824645996,1.924481512105558e-05,5.8549909591674805,0.0008056176011450589,0.023598242551088333,0.16978801786899567,0.17004984617233276,0.17004984617233276,48,50,0.022163120567375887,12.631495475769043
unknown_239,0,1,0.5696734189987183,unknown,18.24130630493164,0.014368749223649502,0.6931471824645996,2.70805025100708,0.6931471824645996,4.329866715124808e-05,9.279520988464355,0.0006128403474576771,0.06824943423271179,0.35236406326293945,0.359369695186615,0.359369695186615,147,161,0.007501630789302022,14.114211082458496
unknown_250,0,1,0.9226195216178894,unknown,13.770108222961426,0.2399926334619522,1.0986123085021973,1.3862943649291992,0.6931471824645996,0.00016665278235450387,6.681285381317139,0.0019391124369576573,0.08237843960523605,0.06877951323986053,0.09531018137931824,0.09531018137931824,5,4,0.2,15.869196891784668
unknown_260,0,1,0.7190561890602112,unknown,18.108928680419922,0.4540594816207886,0.7159934639930725,6.190315246582031,0.6925063133239746,1.0861373084480874e-05,5.5297651290893555,0.0017830654978752136,0.006067563313990831,0.04229291155934334,0.043059490621089935,0.043059490621089935,319,333,0.0032826639853315194,13.359940528869629
unknown_283,0,1,0.9286971092224121,unknown,17.912456512451172,0.14046348631381989,1.9553889036178589,4.6634392738342285,0.6931471824645996,1.5793399143149145e-05,6.87217378616333,0.003754684003069997,0.004189671482890844,0.003390455851331353,0.005136366467922926,0.005136366467922926,66,81,0.01888111888111888,12.429984092712402
unknown_306,0,1,0.5888890624046326,unknown,14.180471420288086,0.11329469084739685,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.00013864884385839105,7.7839579582214355,8.611955854576081e-05,0.9593502283096313,0.0,0.9593502283096313,0.9593502283096313,10,9,0.1,17.12314796447754
unknown_375,0,1,0.9565553665161133,unknown,17.071765899658203,0.14537443220615387,0.8544153571128845,3.8712010383605957,0.6931471824645996,1.5163994248723611e-05,6.847257137298584,0.001066837110556662,0.014106533490121365,0.028708441182971,0.029181992635130882,0.029181992635130882,33,63,0.05965909090909091,15.046880722045898
unknown_424,0,1,0.7898291349411011,unknown,9.896714210510254,2.272038698196411,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.00028855836717411876,3.5294928550720215,0.00015588608221150935,1.0477426052093506,0.0,1.0477426052093506,1.0477426052093506,238,243,0.0043080523348579935,18.08780288696289
unknown_425,0,1,0.9077470898628235,unknown,10.1309814453125,2.0646157264709473,0.6931471824645996,1.0986123085021973,0.6931471824645996,3.717264189617708e-05,3.7576279640197754,0.0003735315694939345,0.09485553205013275,0.0,0.09485553205013275,0.09485553205013275,3,2,0.3333333333333333,16.18881607055664
unknown_467,0,1,0.9418635368347168,unknown,0.0,0.0,0.6931471824645996,1.0986123085021973,0.6931471824645996,1.1849992915813345e-06,0.0,0.00022151757730171084,0.005334615707397461,0.0,0.005334615707397461,0.005334615707397461,3,2,0.3333333333333333,13.189590454101562
unknown_481,0,1,0.6660589575767517,unknown,18.212556838989258,0.06686726212501526,0.7086513638496399,4.18965482711792,0.6931471824645996,8.662903383083176e-06,7.6572160720825195,0.00027984927874058485,0.03048207238316536,0.09627665579319,0.10209278017282486,0.10209278017282486,16,55,0.22916666666666666,17.564605712890625
unknown_487,0,1,0.8257527947425842,unknown,17.401382446289062,2.9279625415802,1.1075845956802368,8.907747268676758,0.6338621377944946,5.678268280462362e-05,2.2128264904022217,0.011014190502464771,0.005114118102937937,0.06904498487710953,0.06914326548576355,0.06914326548576355,51,50,0.0196078431372549,18.640296936035156
unknown_538,0,1,0.9652477502822876,unknown,17.70478057861328,0.003529302543029189,0.6931471824645996,1.0986123085021973,0.6931471824645996,6.047817078069784e-05,11.307862281799316,6.192699947860092e-05,0.6813799738883972,0.0,0.6813799738883972,0.6813799738883972,4,3,0.25,17.601314544677734
unknown_603,0,1,0.7105013728141785,unknown,10.361577033996582,3.1293704509735107,0.6931471824645996,2.1972246170043945,0.6931471824645996,7.81163907959126e-06,2.1434218883514404,0.00016477952885907143,0.04631366580724716,0.06740903854370117,0.07665753364562988,0.07665753364562988,8,10,0.17857142857142858,16.84959602355957
unknown_670,0,1,0.997389018535614,unknown,17.822587966918945,0.2827945351600647,0.6931471824645996,5.342334270477295,0.6931471824645996,0.00011596897820709273,6.09519624710083,0.0005546748288907111,0.18981817364692688,0.26735180616378784,0.3092038035392761,0.3092038035392761,887,886,0.0011273957158962795,15.782114028930664
unknown_692,0,1,0.8259485960006714,unknown,19.035444259643555,0.05720257759094238,0.7091475129127502,4.844187259674072,0.6931471824645996,0.00012965017231181264,7.810605525970459,2.793495514197275e-05,1.7301288843154907,3.251142978668213,3.258167028427124,3.258167028427124,366,514,0.003847593382738229,19.97447967529297
unknown_736,0,1,0.8209515810012817,unknown,17.218971252441406,0.005730522330850363,0.6931471824645996,1.0986123085021973,0.6931471824645996,3.590335472836159e-05,10.822062492370605,0.011151042766869068,0.0031967549584805965,0.0,0.0031967549584805965,0.0031967549584805965,4,3,0.25,13.799859046936035
unknown_778,0,1,0.7055371403694153,unknown,14.711349487304688,0.06817088276147842,0.6931471824645996,1.0986123085021973,0.6931471824645996,1.1849992915813345e-06,8.314663887023926,2.8117032343288884e-05,0.04128078371286392,0.0,0.04128078371286392,0.04128078371286392,6,5,0.16666666666666666,15.45557975769043
unknown_779,0,1,0.9338597655296326,unknown,19.115262985229492,0.26652267575263977,0.7218024134635925,6.5638556480407715,0.6931471824645996,1.4453988114837557e-05,6.159419059753418,7.536304110544734e-06,1.0708714723587036,2.009488344192505,2.0108280181884766,2.0108280181884766,467,497,0.0022837764564244425,15.454010963439941
unknown_817,0,1,0.5196651220321655,unknown,16.241853713989258,2.5755443572998047,0.764930009841919,7.37211799621582,0.6926006078720093,0.0001754317054292187,2.5549440383911133,1.5251982404151931e-05,2.525980234146118,3.075147867202759,3.0751538276672363,3.0751538276672363,46,50,0.024154589371980676,14.13690185546875
unknown_854,0,1,0.5360593795776367,unknown,18.236576080322266,0.5195995569229126,0.7431576251983643,6.48768424987793,0.6931471824645996,7.572690083179623e-05,5.359724998474121,0.0805973932147026,0.000901842606253922,0.012916225008666515,0.012916225008666515,0.012916225008666515,204,243,0.005867864387134164,15.344270706176758
unknown_863,0,1,0.7703588604927063,unknown,18.440441131591797,0.06398215889930725,0.773189902305603,4.369447708129883,0.6931471824645996,0.000144769306643866,7.700159072875977,0.005693959072232246,0.025038493797183037,0.11187952011823654,0.11411240696907043,0.11411240696907043,68,71,0.015583845478489903,17.04368782043457
unknown_881,0,1,0.6681035757064819,unknown,15.311248779296875,0.09240042418241501,0.9162907600402832,1.7917594909667969,0.6931471824645996,1.884882294689305e-05,7.528562068939209,0.00015161652117967606,0.11717022955417633,0.17171359062194824,0.1734626442193985,0.1734626442193985,8,7,0.125,15.105478286743164
unknown_910,0,1,0.9924363493919373,unknown,15.638668060302734,0.4254547655582428,0.929535984992981,3.6635615825653076,0.6931471824645996,1.4546149031957611e-05,5.6343994140625,0.023868149146437645,0.0006020166329108179,0.0016257876995950937,0.0016555188922211528,0.0016555188922211528,209,227,0.005221751932278248,11.578140258789062
unknown_918,0,1,0.9473671913146973,unknown,17.54688262939453,0.9289706945419312,2.453157901763916,6.608000755310059,0.6931471824645996,5.826116830576211e-05,4.55522346496582,0.0016135527985170484,0.03544369712471962,0.24884553253650665,0.2489675134420395,0.2489675134420395,102,137,0.013298388662395652,14.080961227416992
unknown_955,0,1,0.7070857882499695,unknown,17.384443283081055,0.052189867943525314,0.7375989556312561,3.1354942321777344,0.6931471824645996,1.834255817811936e-05,7.943346977233887,0.0010428824461996555,0.017426591366529465,0.04100748151540756,0.045577142387628555,0.045577142387628555,21,25,0.05952380952380952,13.817281723022461
unknown_968,0,1,0.9859241843223572,unknown,17.692655563354492,0.8128488659858704,0.9318032264709473,6.553933620452881,0.6931471824645996,2.137845876859501e-05,4.753306865692139,0.0009238558122888207,0.022866586223244667,0.13961121439933777,0.13968367874622345,0.13968367874622345,51,83,0.032549019607843135,12.879929542541504
unknown_969,0,1,0.5651443600654602,unknown,8.84072494506836,3.258513927459717,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.0001930702565005049,2.526927947998047,0.005543121136724949,0.034147780388593674,0.0,0.034147780388593674,0.034147780388593674,180,180,0.00558659217877095,14.766093254089355
unknown_980,0,1,0.8005828261375427,unknown,16.729928970336914,0.10235514491796494,0.9382696151733398,3.178053855895996,0.6931471824645996,2.609980401757639e-05,7.242673397064209,0.004526770673692226,0.005736207589507103,0.011437145993113518,0.011520187370479107,0.011520187370479107,38,40,0.02844950213371266,13.965237617492676
