address,true_label,pred_label,confidence,source,lifetime_seconds_log,activity_rate_log,in_out_balance_log,total_txs_log,send_receive_ratio_log,fee_per_tx_log,blocks_btwn_txs_mean_log,fee_share_mean_log,avg_tx_size_log,tx_size_range_log,max_sent_log,max_received_log,graph_num_nodes,graph_num_edges,graph_edge_density,graph_avg_edge_weight
unknown_1,1,0,0.5655355751514435,unknown,9.654513359069824,2.491825819015503,0.6931471824645996,1.0986123085021973,0.6931471824645996,6.137811578810215e-05,3.295281171798706,0.001932762679643929,0.031234068796038628,0.0,0.031234068796038628,0.031234068796038628,4,3,0.25,14.437102317810059
unknown_8,1,0,0.6011060178279877,unknown,10.241494178771973,1.9688150882720947,0.6931471824645996,1.0986123085021973,0.6931471824645996,8.499963769281749e-06,3.8656997680664062,0.00047967233695089817,0.01756107807159424,0.0,0.01756107807159424,0.01756107807159424,3,2,0.3333333333333333,14.566582679748535
unknown_9,1,0,0.664027601480484,unknown,0.0,0.0,4.6151204109191895,0.6931471824645996,0.0,0.0002899079700000584,0.0,8.465440623695031e-05,0.010019892826676369,0.0,0.0,0.010019892826676369,6,5,0.16666666666666666,14.27894401550293
unknown_20,1,0,0.5149387717247009,unknown,8.343077659606934,4.138589382171631,0.0,1.3862943649291992,4.6151204109191895,0.0002510084887035191,1.504077434539795,0.0002510084887035191,0.1659851372241974,0.18924199044704437,0.2231435477733612,0.0,11,11,0.1,16.547136306762695
unknown_22,1,0,0.7371157109737396,unknown,11.912124633789062,1.1995123624801636,0.6931471824645996,1.6094379425048828,0.6931471824645996,0.00017561332788318396,4.428578853607178,0.014492151327431202,0.011959484778344631,0.01885000616312027,0.021316852420568466,0.021316852420568466,6,6,0.2,13.152621269226074
unknown_27,1,0,0.8273625522851944,unknown,15.137626647949219,0.16911271214485168,0.6931471824645996,2.1972246170043945,0.6931471824645996,8.717744640307501e-05,6.795905590057373,0.0003919628798030317,0.2007986605167389,0.3438561260700226,0.3704846203327179,0.3704846203327179,4,12,1.0,16.687429428100586
unknown_30,1,0,0.7072038650512695,unknown,0.0,0.0,4.6151204109191895,0.6931471824645996,0.0,0.00014102004934102297,0.0,9.410833445144817e-05,0.06679747998714447,0.0,0.0,0.06679747998714447,7,6,0.14285714285714285,14.287925720214844
unknown_31,1,0,0.6138346195220947,unknown,16.372238159179688,0.02645113319158554,0.6931471824645996,1.6094379425048828,0.6931471824645996,7.411726983264089e-06,8.876836776733398,8.523922588210553e-05,0.08337439596652985,0.1577407717704773,0.15903587639331818,0.15903587639331818,74,73,0.013513513513513514,13.973788261413574
unknown_36,1,0,0.760462611913681,unknown,0.0,0.0,4.6151204109191895,0.6931471824645996,0.0,0.00019998000061605126,0.0,8.074862125795335e-05,0.05230778083205223,0.0,0.0,0.05230778083205223,49,52,0.022108843537414966,14.641420364379883
unknown_38,1,0,0.8731666952371597,unknown,0.0,0.0,4.6151204109191895,0.6931471824645996,0.0,0.00039992001256905496,0.0,4.458278226593393e-07,0.005136784166097641,0.0,0.0,0.005136784166097641,11,48,0.43636363636363634,16.386594772338867
